minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
12,Elmer Fudd,0.627135431626919,29.57363136242265,15.34992848733504,35.33258966940565,4.328552882606429,29.876896394186588,15.3815977063278,1627.1223712005283
12,Lola Bunny,0.6321322005803311,35.52440907013439,14.003393026790464,35.93748663576708,2.13094439059372,23.137790966035837,15.509398197535711,1964.885904386484
12,Porky Pig,0.6123378410268601,29.800435476240555,16.584072943017066,35.977935884446744,5.970802790236372,17.750381793998873,12.428789811933576,1631.1742797870454
12,Tasmanian Devil,0.59427889152672,26.168992429242312,13.63959096474388,39.6193158159787,5.326157632608737,26.342512576414173,4.354884192239672,1422.8636630595115
12,Gossamer,0.6104798103420415,33.258899666534624,15.343454771644964,34.33644770344189,7.105305492993479,18.0661909151105,15.344519179241308,1841.062859681285
12,Granny,0.6125644787997304,30.682459186470894,15.391518128110587,38.72729949914026,7.353297105482846,17.97035582769167,12.973408813944982,1680.7380088411287
12,Wile E. Coyote,0.6140529795045495,30.71586795354335,12.426376625202016,37.54056632015912,4.211059492126258,24.50845185470145,17.38191144797489,1695.4352024515933
12,Tweety,0.6134603360165837,28.166316348323235,13.615277239539154,36.93553371486627,8.783579823752786,17.950749449333067,12.6041982263562,1544.911137325846
12,Penelope,0.6100013368834898,28.24587031254963,15.768679861497992,31.638043873677887,7.853682403582507,19.760377892426128,11.849236602824883,1552.5305004910538
12,Daffy Duck,0.6211140241056708,31.755521081130734,15.48109672804796,35.56826288288208,4.770023396839684,19.889796746075216,17.834128929180782,1745.6382182883463
24,Sylvester,0.6252233880097257,32.727000461348524,13.371485424271329,35.37703366119953,8.38924821496641,13.537037323711338,14.252938087283248,1807.8727057311228
24,Marvin the Martian,0.6153208947948073,30.207735084180168,14.691715618256858,29.334810811629573,6.9238445197373375,16.943147570531554,11.391703829506772,1667.2197558938858
24,Road Runner,0.6281732654146437,26.59385848875277,13.52401724889695,31.54173647698324,6.782202513718341,27.95008678176227,12.497848850789588,1464.0304523640316
24,Foghorn Leghorn,0.6221658360399378,31.257275329713565,14.978989790541565,37.721799685463345,6.997798831210038,23.287058906140423,14.23297786186721,1724.4980020482126
24,Bugs Bunny,0.6317273619981053,33.467357559738275,16.285937737238417,31.6206413740703,4.547307645707981,24.543604140596777,13.706269019860924,1845.954927704001
24,Elmer Fudd,0.6214627428505513,30.685711830660587,15.219403398993416,34.86297516004865,4.11700089939373,20.628190404500423,11.413098923714998,1680.1410962142215
24,Lola Bunny,0.6228326373109645,32.02113385068627,12.876939846546836,35.87372073848865,2.9662514950651424,22.11244726744236,17.571645211404643,1785.4110117840098
24,Porky Pig,0.6162008496425221,29.290002982744824,15.184887747376406,32.81588937734525,6.829324022476893,19.5362077683231,14.265110685531546,1613.1888686145169
24,Tasmanian Devil,0.6079404188690767,29.00728379348782,15.096308626317875,38.43977765666833,4.746129198655696,22.611212544366005,6.522343444753407,1573.7062678764175
24,Gossamer,0.6301440088510137,32.04663833501374,15.187618414716141,36.18860626558998,5.787864762946644,20.78383991891259,14.08622770280356,1763.4677947334535
24,Granny,0.6044577569900396,30.328584247312076,13.555933254364994,34.32911497364766,6.878055426314168,18.513934909113708,13.107270351881327,1672.247593583582
24,Wile E. Coyote,0.6191721470902881,28.913608806536768,14.43467432725607,36.80409322282085,7.634137974056798,18.20553272389321,13.060937102232838,1583.7740534079328
24,Tweety,0.602748914072772,29.959405688791588,12.519791790380848,36.667607267920395,6.8592335170750385,30.340648462265413,11.319688055805303,1634.4389100315966
24,Penelope,0.6051927619952817,27.674748983775885,13.832618899168189,30.93908188691409,10.10449169871581,18.599749746678825,12.432886050801295,1524.6238995570461
24,Daffy Duck,0.622534558721069,31.632451053766776,15.891118266415708,32.022933138602106,6.522315433431037,19.08559121247696,16.574968569820136,1738.5894221460583
36,Sylvester,0.6013725184249161,31.6168031100825,15.255004456744896,35.196740815712246,8.325389150339069,15.232294413660856,12.510266350544745,1747.6430129425235
36,Marvin the Martian,0.592071060466438,29.879731396429364,15.34592810031368,32.82019454891212,7.002883361551463,23.51765638061911,16.16958272590163,1636.0844816647905
36,Road Runner,0.6010152856676884,28.1871261902059,13.475922046454132,34.82041787588301,6.783691400235256,31.365954061294502,10.201220310763937,1540.4375946426012
36,Foghorn Leghorn,0.61278510637828,33.82162766440956,15.189197612208796,37.31615190675489,6.401858486807552,23.13672788322472,12.832022289652022,1857.3628774537365
36,Bugs Bunny,0.6285241796566106,33.240224153668755,15.936810452340827,31.785349495737094,5.287472550926477,19.839550634325867,12.521615544164204,1835.2072672748359
36,Elmer Fudd,0.6175406182891834,33.004760262524194,14.328172532354227,34.79343760090848,5.312947485656766,21.730278048606607,15.744232367640691,1806.783573701739
36,Lola Bunny,0.6353673560026438,30.26805653634385,13.546459444148985,36.73864818227773,5.778526494776749,19.071030219148145,15.587113385870943,1664.1213729620715
36,Porky Pig,0.6045598663641918,32.237301763019076,15.710963215044751,35.82897570522584,3.7015227978211795,23.21763291484106,17.425859756483895,1769.8006636995005
36,Tasmanian Devil,0.6101051111412056,26.462702595559485,14.862170376289571,35.65389139630492,6.129634679536572,23.533166484055286,6.9637716355030665,1432.6611266444158
36,Gossamer,0.634798004924645,34.35982373473929,13.836342132241302,32.32660155174158,5.664299386718258,13.93756430412251,10.974299990383397,1894.115589954512
36,Granny,0.618724112460541,29.91577573298953,13.77232546785114,32.44313555914471,7.497284342151145,18.491384084373337,15.44938018828228,1635.6041032246658
36,Wile E. Coyote,0.6135976922982133,30.04169088339989,13.573611113962539,39.204177554538184,4.967914062107523,19.604141695559967,16.25834654346528,1650.5377777965114
36,Tweety,0.6109393099684471,26.714150533429915,14.615777309582045,35.93994902782618,6.106326757010394,19.94964827042824,12.29985268915749,1461.31816058951
36,Penelope,0.5995008175433413,25.986358293455062,16.16294268396835,30.462326243952504,8.69819213856668,17.37759428217252,9.856840052098192,1419.2835845688176
36,Daffy Duck,0.6284087443493208,27.575164955861798,16.722105172896256,31.413262207689012,6.957764468321853,19.317030270143704,11.58465009563571,1510.2588370644892
